Gene/Compound,Dataset,Correlation,other_entity_type
PKI-179 (BRD:BRD-A28467416-002-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.096,compound_experiment
R428 (CTRP:660993),Drug sensitivity AUC (CTD^2),-0.096,compound_experiment
ZG-10 (GDSC1:1161),Drug sensitivity AUC (Sanger GDSC1),0.096,compound_experiment
BRD-K97651142 (CTRP:660135),Drug sensitivity AUC (CTD^2),-0.096,compound_experiment
BRD-K99006945 (CTRP:687395),Drug sensitivity AUC (CTD^2),-0.096,compound_experiment
BCL-LZH-4 (CTRP:688516),Drug sensitivity AUC (CTD^2),-0.096,compound_experiment
LY303511 (BRD:BRD-K22385716-001-02-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.095,compound_experiment
TOZASERTIB (GDSC1:32),Drug sensitivity AUC (Sanger GDSC1),0.095,compound_experiment
Ro-10-5824 (BRD:BRD-K79684402-300-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.095,compound_experiment
TW-37 (BRD:BRD-K28360340-001-08-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.095,compound_experiment
ramifenazone (BRD:BRD-K85333151-003-13-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.095,compound_experiment
VE-822 (BRD:BRD-K04701033-001-03-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.095,compound_experiment
BRD-K09344309 (CTRP:439882),Drug sensitivity AUC (CTD^2),-0.095,compound_experiment
oxaliplatin (CTRP:375582),Drug sensitivity AUC (CTD^2),-0.095,compound_experiment
ethacridine-lactate-monohydrate (BRD:BRD-K24715592-406-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.095,compound_experiment
nan (BRD:BRD-K66175015-001-12-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.095,compound_experiment
brefeldin-a (BRD:BRD-K77841042-001-14-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.095,compound_experiment
cytochalasin-b (BRD:BRD-K47000838-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.094,compound_experiment
RKI-1447 (BRD:BRD-K19333160-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.094,compound_experiment
trametinib (BRD:BRD-K12343256-001-14-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.094,compound_experiment
tetrahydrouridine (BRD:BRD-A86248581-001-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.094,compound_experiment
cyclosporin-a (BRD:BRD-A69815203-001-07-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.094,compound_experiment
NVP-TAE684 (BRD:BRD-K50140147-001-10-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.093,compound_experiment
KHK-IN-1 (BRD:BRD-K84605263-003-01-6),PRISM Repurposing Public 24Q2,-0.093,compound_experiment
BMS-536924 (CTRP:411859),Drug sensitivity AUC (CTD^2),0.093,compound_experiment
anagrelide (BRD:BRD-K62200014-003-10-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.093,compound_experiment
AZD4547 (GDSC2:1786),Drug sensitivity AUC (Sanger GDSC2),-0.093,compound_experiment
nelociguat (BRD:BRD-K00003315-001-01-9),PRISM Repurposing Public 24Q2,-0.093,compound_experiment
resatorvid (BRD:BRD-K61567297-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.093,compound_experiment
PFI-1 (GDSC1:1219),Drug sensitivity AUC (Sanger GDSC1),0.093,compound_experiment
erlotinib:PLX-4032 (2:1 mol/mol) (CTRP:660768),Drug sensitivity AUC (CTD^2),0.093,compound_experiment
NVP-TAE684 (GDSC1:35),Drug sensitivity AUC (Sanger GDSC1),0.093,compound_experiment
BMS-599626 (BRD:BRD-K07106112-003-03-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.093,compound_experiment
oxaceprol (BRD:BRD-K65230684-001-06-9),PRISM Repurposing Public 24Q2,-0.093,compound_experiment
CP-724714 (GDSC1:255),Drug sensitivity AUC (Sanger GDSC1),-0.093,compound_experiment
oligomycin-a (BRD:BRD-A81541225-001-06-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.092,compound_experiment
hexaminolevulinate (BRD:BRD-K73753850-003-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.092,compound_experiment
CGP-60474 (GDSC1:53),Drug sensitivity AUC (Sanger GDSC1),0.092,compound_experiment
flurbiprofen-axetil (BRD:BRD-K00004724-001-01-9),PRISM Repurposing Public 24Q2,0.092,compound_experiment
Antineoplaston A10 (BRD:BRD-K00091100-001-01-9),PRISM Repurposing Public 24Q2,0.092,compound_experiment
AZD8055 (GDSC1:1059),Drug sensitivity AUC (Sanger GDSC1),-0.091,compound_experiment
butaprost (BRD:BRD-K00004715-001-01-9),PRISM Repurposing Public 24Q2,0.091,compound_experiment
TAK-981 - QC Failure (BRD:BRD-K00090638-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,0.091,compound_experiment
RG7834 (BRD:BRD-K00004573-001-01-9),PRISM Repurposing Public 24Q2,-0.091,compound_experiment
ATM-3507 (trihydrochloride) - QC Failure (BRD:BRD-K00090655-305-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.091,compound_experiment
O-6-benzylguanine (CTRP:345712),Drug sensitivity AUC (CTD^2),0.091,compound_experiment
PX-12 (CTRP:609124),Drug sensitivity AUC (CTD^2),-0.091,compound_experiment
trodusquemine (BRD:BRD-K00003124-389-01-9),PRISM Repurposing Public 24Q2,-0.091,compound_experiment
SIROLIMUS (GDSC2:1084),Drug sensitivity AUC (Sanger GDSC2),-0.091,compound_experiment
PLX-4720 (GDSC1:1036),Drug sensitivity AUC (Sanger GDSC1),-0.091,compound_experiment
CCT137690 (BRD:BRD-K03289018-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.091,compound_experiment
temazepam (BRD:BRD-A93093700-001-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.091,compound_experiment
fulvestrant (BRD:BRD-A85667082-001-12-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.091,compound_experiment
mubritinib (BRD:BRD-K19061412-001-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.09,compound_experiment
SGI-1027 (BRD:BRD-K61228301-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.09,compound_experiment
SORAFENIB (GDSC2:1085),Drug sensitivity AUC (Sanger GDSC2),-0.09,compound_experiment
nemorexant (BRD:BRD-K00003505-001-01-9),PRISM Repurposing Public 24Q2,-0.09,compound_experiment
BRD-K16130065 (CTRP:660425),Drug sensitivity AUC (CTD^2),-0.09,compound_experiment
"AKT INHIBITOR VIII, KIN001-102 (GDSC1:228)",Drug sensitivity AUC (Sanger GDSC1),-0.09,compound_experiment
XL-647 (BRD:BRD-K03765900-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.09,compound_experiment
genz-644282 (BRD:BRD-K99475619-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.09,compound_experiment
myriocin (CTRP:417977),Drug sensitivity AUC (CTD^2),0.09,compound_experiment
cytarabine hydrochloride (CTRP:62690),Drug sensitivity AUC (CTD^2),-0.089,compound_experiment
PRLX-93936 (BRD:BRD-K00004604-001-01-9),PRISM Repurposing Public 24Q2,0.089,compound_experiment
digoxigenin (BRD:BRD-K18619710-001-14-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.089,compound_experiment
"AMG-319, AMG319 (GDSC2:2045)",Drug sensitivity AUC (Sanger GDSC2),-0.089,compound_experiment
CYCLOPHOSPHAMIDE (GDSC2:1512),Drug sensitivity AUC (Sanger GDSC2),-0.089,compound_experiment
favipiravir (BRD:BRD-K04264130-001-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.089,compound_experiment
Vimirogant (hydrochloride) - QC Failure (BRD:BRD-K00075148-003-02-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.089,compound_experiment
risdiplam (BRD:BRD-K00003506-001-01-9),PRISM Repurposing Public 24Q2,0.089,compound_experiment
MK-886 (BRD:BRD-K20168484-001-07-9),PRISM Repurposing Public 24Q2,0.089,compound_experiment
benzethonium (BRD:BRD-K72723676-003-17-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.089,compound_experiment
bendroflumethiazide (BRD:BRD-A80017228-001-25-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.089,compound_experiment
UNC0638 (GDSC1:1236),Drug sensitivity AUC (Sanger GDSC1),0.089,compound_experiment
SB-525334 (BRD:BRD-K37720887-001-07-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.088,compound_experiment
clofazimine (BRD:BRD-K56614220-001-19-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.088,compound_experiment
BMS-935177 (BRD:BRD-K00004721-001-01-9),PRISM Repurposing Public 24Q2,0.088,compound_experiment
fludrocortisone-acetate (BRD:BRD-K06408664-001-04-9),PRISM Repurposing Public 24Q2,-0.088,compound_experiment
lotamilast (BRD:BRD-K00003137-001-01-9),PRISM Repurposing Public 24Q2,0.088,compound_experiment
KPT-9274 (BRD:BRD-K00004701-001-01-9),PRISM Repurposing Public 24Q2,-0.088,compound_experiment
WNT-C59 (GDSC2:1622),Drug sensitivity AUC (Sanger GDSC2),-0.088,compound_experiment
obatoclax (BRD:BRD-K15600710-066-04-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.088,compound_experiment
uprifosbuvir (BRD:BRD-K00003526-001-01-9),PRISM Repurposing Public 24Q2,-0.088,compound_experiment
ZD-0947 (BRD:BRD-K00004620-001-01-9),PRISM Repurposing Public 24Q2,0.088,compound_experiment
"CGP-082996, CINK4, KIN001-021 (GDSC1:54)",Drug sensitivity AUC (Sanger GDSC1),0.088,compound_experiment
neopeltolide (CTRP:411774),Drug sensitivity AUC (CTD^2),-0.088,compound_experiment
saracatinib (CTRP:606035),Drug sensitivity AUC (CTD^2),0.088,compound_experiment
oleanolic-acid (BRD:BRD-K90647725-001-07-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.087,compound_experiment
birinapant (CTRP:660778),Drug sensitivity AUC (CTD^2),0.087,compound_experiment
cytarabine (BRD:BRD-K71847383-001-12-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.087,compound_experiment
CYT-997 (BRD:BRD-K23363278-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.087,compound_experiment
masitinib (BRD:BRD-K71035033-001-07-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.087,compound_experiment
CGS-15943 (BRD:BRD-K49049886-001-08-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.087,compound_experiment
poziotinib (BRD:BRD-K50010139-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.087,compound_experiment
sclareol (BRD:BRD-A23127772-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.087,compound_experiment
BAY-11-7085 (BRD:BRD-K48684885-001-04-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.087,compound_experiment
cyanoquinoline 11 (CTRP:417415),Drug sensitivity AUC (CTD^2),0.087,compound_experiment
mitomycin-c (BRD:BRD-A48237631-001-04-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.087,compound_experiment
afatinib (CTRP:606135),Drug sensitivity AUC (CTD^2),0.087,compound_experiment
BIBR-1532 (GDSC2:2043),Drug sensitivity AUC (Sanger GDSC2),-0.087,compound_experiment
pipotiazine (BRD:BRD-K00004560-001-01-9),PRISM Repurposing Public 24Q2,-0.087,compound_experiment
PF-562271 (GDSC1:158),Drug sensitivity AUC (Sanger GDSC1),0.087,compound_experiment
methylphenidate (BRD:BRD-A19585813-003-03-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.087,compound_experiment
hyperforin (CTRP:660327),Drug sensitivity AUC (CTD^2),-0.086,compound_experiment
gefitinib (CTRP:52926),Drug sensitivity AUC (CTD^2),0.086,compound_experiment
IOX1 (BRD:BRD-K70751730-001-10-4),PRISM Repurposing Public 24Q2,-0.086,compound_experiment
BAY1125976 (BRD:BRD-K00003357-001-01-9),PRISM Repurposing Public 24Q2,-0.086,compound_experiment
bleomycin A2 (CTRP:639531),Drug sensitivity AUC (CTD^2),0.086,compound_experiment
7-aminocephalosporanic-acid (BRD:BRD-K65377893-001-07-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.086,compound_experiment
meglitinide (BRD:BRD-K51324732-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.086,compound_experiment
doxycycline (BRD:BRD-A08545410-311-03-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.086,compound_experiment
chlorambucil (BRD:BRD-K29458283-001-29-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.086,compound_experiment
mesoridazine (BRD:BRD-A14395271-074-17-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.086,compound_experiment
erlotinib (BRD:BRD-K70401845-001-15-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.085,compound_experiment
1E-1-(2-hydroxy-5-methylphenyl)-1-dodecanone-oxime (BRD:BRD-A37752546-001-02-9),PRISM Repurposing Public 24Q2,0.085,compound_experiment
PF-06952229 (BRD:BRD-K00091071-001-01-9),PRISM Repurposing Public 24Q2,0.085,compound_experiment
chloroxine (BRD:BRD-K17075857-001-18-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.085,compound_experiment
curcumin (BRD:BRD-K07572174-001-39-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.085,compound_experiment
nanchangmycin (BRD:BRD-A73871920-236-03-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.085,compound_experiment
BIBR-1532 (CTRP:417982),Drug sensitivity AUC (CTD^2),-0.085,compound_experiment
MI-2 (CTRP:687714),Drug sensitivity AUC (CTD^2),-0.085,compound_experiment
gossypol (BRD:BRD-K19295594-015-14-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.085,compound_experiment
fenofibrate (BRD:BRD-K50388907-001-30-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.085,compound_experiment
canertinib (BRD:BRD-K50168500-001-07-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.085,compound_experiment
K-Ras(G12C)-inhibitor-12 (BRD:BRD-K90756851-001-01-1),PRISM Repurposing Public 24Q2,0.085,compound_experiment
exemestane (BRD:BRD-K33425534-001-12-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.085,compound_experiment
JQ1 (GDSC2:2172),Drug sensitivity AUC (Sanger GDSC2),0.085,compound_experiment
DASATINIB (GDSC2:1079),Drug sensitivity AUC (Sanger GDSC2),0.085,compound_experiment
icotinib (BRD:BRD-K31698212-001-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.084,compound_experiment
PODOPHYLLOTOXIN (GDSC2:1825),Drug sensitivity AUC (Sanger GDSC2),-0.084,compound_experiment
MK-2206 (GDSC2:1053),Drug sensitivity AUC (Sanger GDSC2),-0.084,compound_experiment
HBX-41108 (CTRP:679843),Drug sensitivity AUC (CTD^2),-0.084,compound_experiment
docetaxel (CTRP:660364),Drug sensitivity AUC (CTD^2),0.084,compound_experiment
tacedinaline (CTRP:54200),Drug sensitivity AUC (CTD^2),-0.084,compound_experiment
PL-DI (CTRP:609440),Drug sensitivity AUC (CTD^2),-0.084,compound_experiment
gemcitabine (CTRP:411863),Drug sensitivity AUC (CTD^2),-0.084,compound_experiment
atenolol-(+/-) (BRD:BRD-A20239487-001-24-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.084,compound_experiment
GDC-0879 (BRD:BRD-K67578145-001-09-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.084,compound_experiment
DSPC (BRD:BRD-K00004570-001-01-9),PRISM Repurposing Public 24Q2,0.084,compound_experiment
WYE-687 (BRD:BRD-K49900195-300-02-9),PRISM Repurposing Public 24Q2,-0.084,compound_experiment
CEP-33779 (BRD:BRD-K37237504-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.084,compound_experiment
XL388 (BRD:BRD-K03549949-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.084,compound_experiment
PT2399 (BRD:BRD-K00090636-001-01-9),PRISM Repurposing Public 24Q2,-0.084,compound_experiment
methacycline (BRD:BRD-K00003351-003-01-9),PRISM Repurposing Public 24Q2,0.084,compound_experiment
acetylcysteine (BRD:BRD-K59058747-001-18-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.084,compound_experiment
MK-2461 (BRD:BRD-K56405753-001-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
MEK162 (BRD:BRD-K82244583-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
fenretinide (BRD:BRD-K89085489-001-23-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.083,compound_experiment
DASATINIB (GDSC1:51),Drug sensitivity AUC (Sanger GDSC1),0.083,compound_experiment
YM-976 (BRD:BRD-K12932420-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
thiomersal (BRD:BRD-K61443650-236-13-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
voreloxin (BRD:BRD-K23677682-003-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.083,compound_experiment
ALK2-IN-1 (BRD:BRD-K00091120-001-01-9),PRISM Repurposing Public 24Q2,-0.083,compound_experiment
Recilisib (BRD:BRD-K00075424-001-02-9),PRISM Repurposing Public 24Q2,0.083,compound_experiment
S-TRITYL-L-CYSTEINE (GDSC1:41),Drug sensitivity AUC (Sanger GDSC1),0.083,compound_experiment
AT13387 (BRD:BRD-K58435339-001-03-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
SELUMETINIB (GDSC1:1498),Drug sensitivity AUC (Sanger GDSC1),0.083,compound_experiment
LJI308 (GDSC2:2107),Drug sensitivity AUC (Sanger GDSC2),0.083,compound_experiment
Gemilukast (BRD:BRD-K00078614-001-02-9),PRISM Repurposing Public 24Q2,0.083,compound_experiment
GW7604 (BRD:BRD-K00073895-001-02-9),PRISM Repurposing Public 24Q2,0.083,compound_experiment
HC-067047 (BRD:BRD-K03391209-001-02-0),PRISM Repurposing Public 24Q2,-0.083,compound_experiment
ningetinib-tosylate (BRD:BRD-K00003476-075-01-9),PRISM Repurposing Public 24Q2,0.083,compound_experiment
DS-1971a (BRD:BRD-K00091281-001-01-9),PRISM Repurposing Public 24Q2,0.083,compound_experiment
API-1 (BRD:BRD-K97840621-001-02-9),PRISM Repurposing Public 24Q2,-0.083,compound_experiment
UNC0642 (GDSC1:1263),Drug sensitivity AUC (Sanger GDSC1),-0.083,compound_experiment
AZD5438 (BRD:BRD-K72414522-001-06-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
WZ-3146 (BRD:BRD-K73293050-001-03-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
RUXOLITINIB (GDSC2:1507),Drug sensitivity AUC (Sanger GDSC2),-0.083,compound_experiment
ibrutinib (BRD:BRD-K70301465-001-02-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.083,compound_experiment
BRD-M00053801 (CTRP:660890),Drug sensitivity AUC (CTD^2),-0.083,compound_experiment
matrine (BRD:BRD-K25312248-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.082,compound_experiment
refametinib (BRD:BRD-K85751432-001-03-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.082,compound_experiment
BMS-387032 (BRD:BRD-K43389698-001-09-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.082,compound_experiment
metoxibutropate (BRD:BRD-A71725768-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.082,compound_experiment
NVP-AEW541 (BRD:BRD-K24696047-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.082,compound_experiment
PD-153035 (BRD:BRD-K26603252-003-04-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.082,compound_experiment
pilaralisib (BRD:BRD-K49456274-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.082,compound_experiment
TAK-733 (BRD:BRD-K26667523-001-02-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.082,compound_experiment
sinefungin (BRD:BRD-K91100918-001-03-8),PRISM Repurposing Public 24Q2,-0.082,compound_experiment
YM-155 (GDSC1:268),Drug sensitivity AUC (Sanger GDSC1),0.082,compound_experiment
OSIMERTINIB (GDSC2:1919),Drug sensitivity AUC (Sanger GDSC2),0.082,compound_experiment
PALBOCICLIB (GDSC2:1054),Drug sensitivity AUC (Sanger GDSC2),-0.082,compound_experiment
DABRAFENIB (GDSC2:1373),Drug sensitivity AUC (Sanger GDSC2),-0.082,compound_experiment
cefotaxime (BRD:BRD-K78364995-236-18-3),PRISM Repurposing Public 24Q2,0.082,compound_experiment
Cenisertib (BRD:BRD-K00075754-001-02-9),PRISM Repurposing Public 24Q2,0.082,compound_experiment
XAV-939 (GDSC1:1268),Drug sensitivity AUC (Sanger GDSC1),0.081,compound_experiment
RAF265 (CTRP:660414),Drug sensitivity AUC (CTD^2),-0.081,compound_experiment
triciribine-phosphate (BRD:BRD-K00004666-001-01-9),PRISM Repurposing Public 24Q2,0.081,compound_experiment
Iomazenil (BRD:BRD-K00075696-001-02-9),PRISM Repurposing Public 24Q2,0.081,compound_experiment
